X,Y,OBJECTID,FIRE_ID,ASMNT_TYPE,PRE_ID,POST_ID,NODATA_THRESHOLD,LOW_THRESHOLD,MODERATE_THRESHOLD,HIGH_THRESHOLD,LATITUDE,LONGITUDE,FIRE_TYPE,FIRE_NAME,GREENNESS_THRESHOLD,IG_DATE,ACRES
-105.266010295458,40.757006537066,1,CO4075710526619890708,Extended,50340321988192,50340321990200,-970,50,232,450,40.757,-105.266,Wildfire,6,-150,1989/07/08 00:00:00+00,1547
-122.265013327628,38.8930050463562,2,CA3889312226520021001,Extended,50440332002188,50440332003300,-970,80,270,500,38.893,-122.265,Wildfire,16,-150,2002/10/01 00:00:00+00,1522
-83.704003970303,33.0750063134305,3,GA3307508370420070129,Extended,50180372006113,50180372007100,-970,120,344,610,33.075,-83.704,Prescribed Fire,24,-150,2007/01/29 00:00:00+00,1474
-100.712009951968,46.0340075701914,4,ND4603410071220031021,Initial (SS),NULL,70320282003300,-9999,-30,-210,-300,46.034,-100.712,Wildfire,24,-9999,2003/10/21 00:00:00+00,2119
-83.6470039551373,33.1020063213368,5,GA3310208364720080316,Extended,50180372007228,50180372008200,-970,20,253,9999,33.102,-83.647,Prescribed Fire,27,-150,2008/03/16 00:00:00+00,1338
-83.6700039581163,33.0280063043693,6,GA3302808367020090122,Initial,50180372008055,50180372009100,-970,60,219,9999,33.028,-83.67,Prescribed Fire,30,-150,2009/01/22 00:00:00+00,2195
-122.734013586949,40.3000051164387,7,CA4030012273420050810,Extended,50450322004169,50450322006200,-970,70,185,350,40.3,-122.734,Wildfire,36,-150,2005/08/10 00:00:00+00,2265
-120.683012700352,35.3920048490893,8,CA3539212068319940814,Initial,50430351990228,50430351994200,-970,80,168,310,35.392,-120.683,Wildfire,41,-150,1994/08/14 00:00:00+00,48441
-119.789012580146,35.6240049282163,9,CA3562411978919950601,Initial,50420351993197,50420351995200,-970,75,365,680,35.624,-119.789,Wildfire,46,-150,1995/06/01 00:00:00+00,4654
-108.487010736142,38.3930059975162,10,CO3839310848720020520,Initial,70350332001162,50350332002200,-970,160,372,635,38.393,-108.487,Wildfire,47,-150,2002/05/20 00:00:00+00,1618
-109.447010551074,34.2480053685949,11,AZ3424810944720090512,Initial,50350362008142,70350362009100,-970,64,179,9999,34.248,-109.447,Wildfire,55,-150,2009/05/12 00:00:00+00,4283
-112.238011740115,40.2680059551691,12,UT4025411222220120517,Initial,50380322011203,70380322012200,-970,50,300,9999,40.268,-112.238,Wildfire,73,-150,2012/05/17 00:00:00+00,1549
-91.1440063722476,37.6590069162456,13,MO3765809115520110403,Initial,70240342010142,50240342011100,-970,100,250,435,37.659,-91.144,Wildfire,75,-150,2011/04/03 00:00:00+00,961
-98.6360080285184,33.4670057827246,14,TX3346709863620090401,Initial (SS),NULL,50280372009100,-9999,-29,-9999,-9999,33.467,-98.636,Wildfire,79,-9999,2009/04/01 00:00:00+00,4018
-110.298010526109,31.3550049023421,15,AZ3135511029820060527,Initial,50350382005165,50350382006200,-970,130,154,250,31.355,-110.298,Wildfire,103,-150,2006/05/27 00:00:00+00,1696
-119.968013970714,45.1690057164792,16,OR4515911997920130510,Initial,70440292013130,80440292013200,-970,130,9999,9999,45.169,-119.968,Wildfire,121,-150,2013/05/10 00:00:00+00,1158
-121.167012948123,37.0960049753652,17,CA3709612116720030616,Initial,50430342002197,50430342003200,-970,120,352,625,37.096,-121.167,Wildfire,152,-150,2003/06/16 00:00:00+00,1703
-120.83401291024,37.2250050102754,18,CA3722512083420010613,Initial,50430342000224,50430342001200,-970,110,9999,9999,37.225,-120.834,Wildfire,165,-150,2001/06/13 00:00:00+00,1797
-100.261008352902,32.3040054994555,19,TX3231010029020140306,Initial,50290382011060,80290382014100,-970,40,300,9999,32.304,-100.261,Wildfire,173,-150,2014/03/06 00:00:00+00,1118
-95.9440078265506,39.3950069522867,20,KS3938409593320110413,Initial (SS),NULL,50270332011100,-9999,125,-9999,-9999,39.395,-95.944,Wildfire,182,-9999,2011/04/13 00:00:00+00,1575
-120.827014073504,44.9640056172545,21,OR4497512084120120713,Initial,50450292011236,70450292012200,-970,70,250,9999,44.964,-120.827,Wildfire,222,-150,2012/07/13 00:00:00+00,1193
-112.311011699964,39.8430059016659,22,UT3976811230220130815,Extended,50380322011203,80380322014200,-970,64,200,380,39.843,-112.311,Wildfire,222,-150,2013/08/15 00:00:00+00,1657
-103.389009117778,32.7410054360427,23,NM3274110338920090330,Initial,70310372009076,50310372009100,-970,90,9999,9999,32.741,-103.389,Wildfire,238,-150,2009/03/30 00:00:00+00,24831
-119.763014245723,46.6500058357695,24,WA4665011976320080714,Initial,50440282008189,50440282008200,-970,55,9999,9999,46.65,-119.763,Wildfire,243,-150,2008/07/14 00:00:00+00,1491
-111.068010805737,33.2540051420715,25,AZ3324911108620120610,Initial,50360372011173,70360372012200,-970,10,204,425,33.254,-111.068,Wildfire,257,-150,2012/06/10 00:00:00+00,2835
-119.286014231705,46.9610059058422,26,WA4696111928620080727,Initial,50440272008205,50440272008300,-970,100,9999,9999,46.961,-119.286,Wildfire,262,-150,2008/07/27 00:00:00+00,2811
-92.9050064222605,31.0500055491116,27,LA3104409290120120925,Initial,50240382011281,70240382012300,-970,10,300,9999,31.05,-92.905,Wildfire,263,-150,2012/09/25 00:00:00+00,594
-98.9070082899263,36.1120062339682,28,OK3608709892720140504,Initial,50290352011156,80290352014100,-970,60,306,580,36.112,-98.907,Wildfire,270,-150,2014/05/04 00:00:00+00,2088
-82.3660034622695,30.3770057496663,29,FL3037708236620060527,Initial,50170392005327,50170392006300,-970,60,316,600,30.377,-82.366,Wildfire,277,-150,2006/05/27 00:00:00+00,2515
-102.569009200864,36.363006072193,30,NM3645510259320110525,Initial (SS),NULL,50310352011200,-9999,-100,-9999,-9999,36.363,-102.569,Wildfire,296,-9999,2011/05/25 00:00:00+00,16769
-120.901014213794,45.5990056510913,31,OR4559912090120070617,Initial,50450282006174,50450282007200,-970,98,420,9999,45.599,-120.901,Wildfire,302,-150,2007/06/17 00:00:00+00,2362
-112.144011057681,33.7840051589292,32,AZ3377011216320170622,Initial,80370362017164,80370362017200,-970,40,220,280,33.784,-112.144,Wildfire,303,-150,2017/06/22 00:00:00+00,1207
-102.535008963421,33.4010055881064,33,TX3344310249820170228,Initial,80310372017058,80310372017100,-970,20,9999,9999,33.401,-102.535,Wildfire,303,-150,2017/02/28 00:00:00+00,9601
-102.84300891531,31.4830052429484,34,TX3148310284320101115,Initial (SS),NULL,50300382010300,-9999,-50,-9999,-9999,31.483,-102.843,Wildfire,304,-9999,2010/11/15 00:00:00+00,2918
-117.013012682587,40.545005606993,35,NV4054511701320060822,Extended,50410322004173,50410322007200,-970,0,130,9999,40.545,-117.013,Wildfire,305,-150,2006/08/22 00:00:00+00,3508
-120.927014040061,44.7090055904299,36,OR4474212096020110801,Initial,50450292011204,50450292011200,-970,40,352,9999,44.709,-120.927,Wildfire,312,-150,2011/08/01 00:00:00+00,6608
-119.495014156893,46.4560058510066,37,WA4645611949519920912,Initial,50440281992241,50440281992300,-970,10,80,9999,46.456,-119.495,Wildfire,365,-150,1992/09/12 00:00:00+00,3158
-119.993014292819,46.6840058138891,38,WA4671511999020170720,Initial,80440282017197,80450272017200,-970,20,9999,9999,46.684,-119.993,Wildfire,400,-150,2017/07/20 00:00:00+00,27218
-120.119014095251,45.6580057342993,39,OR4566912007620140720,Initial,80440282013218,80440282014200,-970,80,300,9999,45.658,-120.119,Wildfire,405,-150,2014/07/20 00:00:00+00,4916
-95.6390071755241,31.845005605036,40,TX3187009562420110904,Initial,50260382011231,70260382011300,-970,70,304,570,31.845,-95.639,Wildfire,495,-150,2011/09/04 00:00:00+00,1606
-94.9590069934927,31.7170056066222,41,TX3175209496120110904,Extended,50250382010301,50250382011300,-970,110,350,620,31.717,-94.959,Wildfire,502,-150,2011/09/04 00:00:00+00,8344
-95.6730071714837,31.6090055573241,42,TX3161209566220110905,Initial,50260382011231,50260382011300,-970,120,366,650,31.609,-95.673,Wildfire,507,-150,2011/09/05 00:00:00+00,1121
-95.1470070384041,31.6490055857919,43,TX3165109516420110911,Extended,50250382010301,50250382011300,-970,38,320,620,31.649,-95.147,Wildfire,547,-150,2011/09/11 00:00:00+00,2146
-121.66301309533,37.7280049953239,44,CA3772812166319980829,Initial,50440341997206,50440341998200,-970,50,275,530,37.728,-121.663,Wildfire,580,-150,1998/08/29 00:00:00+00,1108
-94.0710068245487,32.8290058619989,45,TX3282709409820110913,Initial,70250372011248,70250372011300,-970,50,313,600,32.829,-94.071,Wildfire,592,-150,2011/09/13 00:00:00+00,2278
-98.2700078323065,31.7230054756172,46,TX3172309827020090409,Initial,50270382009088,50270382009100,-970,70,375,435,31.723,-98.27,Wildfire,617,-150,2009/04/09 00:00:00+00,1223
-120.51901413477,45.5230056849142,47,OR4552312051920070803,Initial,50450282006238,50450282007200,-970,115,245,430,45.523,-120.519,Wildfire,621,-150,2007/08/03 00:00:00+00,12591
-111.150010832373,33.3950051576636,48,AZ3340011115020110828,Extended,50360372011157,70360372012200,-970,-10,161,360,33.395,-111.15,Wildfire,650,-150,2011/08/28 00:00:00+00,2976
-98.3540076374926,26.7680044912352,49,TX2676809835420101201,Initial (SS),NULL,50270412010300,-9999,10,-9999,-9999,26.768,-98.354,Wildfire,755,-9999,2010/12/01 00:00:00+00,1980
-82.3870034848608,30.7870058437528,50,GA3078708238720090310,Initial,70170392008104,50170392009100,-970,200,422,700,30.787,-82.387,Prescribed Fire,830,-200,2009/03/10 00:00:00+00,1526
-114.462012558122,42.8740060429783,51,ID4285711443720150814,Initial,80400302015212,80400302015200,-970,50,9999,9999,42.874,-114.462,Wildfire,900,-150,2015/08/14 00:00:00+00,2395
-99.2700081615594,33.1070056886157,52,TX3310709927020090330,Initial,50280372006103,50280372009100,-970,60,246,470,33.107,-99.27,Wildfire,923,-150,2009/03/30 00:00:00+00,1807
-106.312011349136,46.0360070899001,53,MT4599610625820170824,Initial,80360282016283,80360282017300,-970,50,350,9999,46.036,-106.312,Wildfire,1026,-150,2017/08/24 00:00:00+00,8387
-100.326009771129,45.5530075414255,54,SD4555310032620060706,Initial,50320282006179,50320282006200,-970,70,266,500,45.553,-100.326,Wildfire,1804,-150,2006/07/06 00:00:00+00,2778
-113.223011192333,32.7870049687629,55,AZ3278711322320050513,Initial,50370372004257,50370372005300,-970,0,9999,9999,32.787,-113.223,Wildfire,2000,-150,2005/05/13 00:00:00+00,2269
-119.640013680142,43.9330056604826,56,OR4393311964019990606,Extended,50440291998193,50440292000200,-970,25,169,350,43.933,-119.64,Wildfire,2063,-150,1999/06/06 00:00:00+00,2793
-98.866007762442,26.7540044751613,57,TX2675409886620050505,Extended,50270412003216,70270412005200,-970,120,325,575,26.754,-98.866,Wildfire,2686,-150,2005/05/05 00:00:00+00,2979
-118.985013531171,43.7270057067648,58,OR4372711898520100916,Initial,50430302010267,70430302010300,-970,75,300,9999,43.727,-118.985,Prescribed Fire,4500,-150,2010/09/16 00:00:00+00,2047
-149.747026290365,65.1250014043333,59,AK6512514974719900703,Extended,50700141986166,50700141991200,-970,30,321,630,65.125,-149.747,Wildfire,31035,-150,1990/07/03 00:00:00+00,5986
-149.800026741836,65.5780013643169,60,AK6557814980019900703,Extended,50700141986166,50700141991200,-970,30,321,630,65.578,-149.8,Wildfire,31037,-150,1990/07/03 00:00:00+00,2988
-152.653027951258,66.7810007764241,61,AK6678115265319900705,Extended,50730131986235,50750131991200,-970,70,261,490,66.781,-152.653,Wildfire,31039,-150,1990/07/05 00:00:00+00,2002
-149.393026792361,65.6220014324274,62,AK6562214939319900707,Extended,50700141986166,50700141991200,-970,30,321,630,65.622,-149.393,Wildfire,31042,-150,1990/07/07 00:00:00+00,1740
-147.402027913818,66.6600017151655,63,AK6666014740219900627,Extended,50700131986198,50700131991200,-970,130,480,9999,66.66,-147.402,Wildfire,32018,-150,1990/06/27 00:00:00+00,333571
-149.60902690373,65.7330013871528,64,AK6573314960919900703,Extended,50700141984225,50700141991200,-970,100,409,745,65.733,-149.609,Wildfire,32033,-150,1990/07/03 00:00:00+00,27900
-154.49902695047,65.9500005171628,65,AK6595015449919900702,Extended,50740141985207,50750141991200,-970,60,300,570,65.95,-154.499,Wildfire,32035,-150,1990/07/02 00:00:00+00,1940
-154.72802704165,66.0500004692889,66,AK6605015472819900703,Extended,50750141986249,50750141991200,-970,70,277,520,66.05,-154.728,Wildfire,32039,-150,1990/07/03 00:00:00+00,7977
-154.483027019599,66.0150005147716,67,AK6601515448319900703,Extended,50740141985207,50750141991200,-970,100,315,570,66.015,-154.483,Wildfire,32040,-150,1990/07/03 00:00:00+00,1399
-144.709026970168,65.8370022396526,68,AK6583714470919900702,Extended,50680141986184,50690141991200,-970,100,358,650,65.837,-144.709,Wildfire,32042,-150,1990/07/02 00:00:00+00,123334
-158.954024521219,63.7309999468861,69,AK6373115895419900701,Extended,40760151988222,50760151991200,-970,100,294,530,63.731,-158.954,Wildfire,32044,-150,1990/07/01 00:00:00+00,3868
-96.0510076565668,37.2490065839318,70,KS3724909606420160402,Initial,80270342016060,80270342016100,-970,10,9999,9999,37.249,-96.051,Wildfire,36983,-150,2016/04/02 00:00:00+00,1357
-96.0790076573077,37.1720065690638,71,KS3716309608220160404,Initial,80270342016060,70270342016100,-970,30,9999,9999,37.172,-96.079,Wildfire,37350,-150,2016/04/04 00:00:00+00,1534
-80.2400030284398,34.5920067661308,72,SC3459208024020100309,Initial (SS),NULL,50160362010100,-9999,200,-9999,-9999,34.592,-80.24,Prescribed Fire,43625,-9999,2010/03/09 00:00:00+00,1065
-80.2610030342457,34.5830067634392,73,SC3458308026120090417,Initial (SS),NULL,70160362009100,-9999,350,-9999,-9999,34.583,-80.261,Prescribed Fire,43650,-9999,2009/04/17 00:00:00+00,861
-80.2160030208663,34.5840067652334,74,SC3458408021620100306,Initial (SS),NULL,50160362010100,-9999,370,-9999,-9999,34.584,-80.216,Prescribed Fire,43709,-9999,2010/03/06 00:00:00+00,1013
-88.854005440718,33.2540061591824,75,MS3325408885420070227,Initial (SS),NULL,50220372007100,-9999,300,-9999,-9999,33.254,-88.854,Prescribed Fire,43745,-9999,2007/02/27 00:00:00+00,537
-80.27800303814,34.5600067578452,76,SC3456408027620120222,Initial,50160362011097,70160362012100,-970,-70,9999,9999,34.56,-80.278,Prescribed Fire,43772,-150,2012/02/22 00:00:00+00,1157
-80.226003022214,34.5520067579268,77,SC3455408027920120308,Initial,50160362011097,70160362012100,-970,-50,280,9999,34.552,-80.226,Prescribed Fire,43773,-150,2012/03/08 00:00:00+00,1636
-80.2990030438929,34.5500067549358,78,SC3456008029820110403,Initial,50160362010094,50160362011100,-970,50,300,9999,34.55,-80.299,Prescribed Fire,43774,-150,2011/04/03 00:00:00+00,658
-157.296025114107,64.2500001786511,79,AK6425015729619910622,Extended,50750151986185,40750151992200,-970,50,323,620,64.25,-157.296,Wildfire,131356,-150,1991/06/22 00:00:00+00,4754
-155.663024827033,63.7880004924134,80,AK6378815566319910628,Extended,40740151989226,40750151992200,-970,35,280,550,63.788,-155.663,Wildfire,131520,-150,1991/06/28 00:00:00+00,2339
-155.573024904426,63.8710005007805,81,AK6387115557319910628,Extended,50730151985216,40750151992200,-970,25,263,525,63.871,-155.573,Wildfire,131521,-150,1991/06/28 00:00:00+00,3371
-154.169026525235,65.5170006087483,82,AK6551715416919910629,Extended,50730141985216,40750141992200,-970,65,264,500,65.517,-154.169,Wildfire,131549,-150,1991/06/29 00:00:00+00,3448
-152.21302785219,66.6770008619706,83,AK6667715221319910630,Extended,50720131986164,40720131992200,-970,150,307,520,66.677,-152.213,Wildfire,131569,-150,1991/06/30 00:00:00+00,109443
-151.524028467695,67.1890009462278,84,AK6718915152419910701,Extended,50720131986164,40720131992200,-970,150,285,480,67.189,-151.524,Wildfire,131615,-150,1991/07/01 00:00:00+00,17135
-153.493028041927,66.8960006191818,85,AK6689615349319910703,Initial,50730131986235,50750131991200,-970,70,347,650,66.896,-153.493,Wildfire,131655,-150,1991/07/03 00:00:00+00,30263
-160.055024626847,63.9799997411211,86,AK6398016005519910608,Initial,40760151988222,50760151991200,-970,60,343,650,63.98,-160.055,Wildfire,132225,-150,1991/06/08 00:00:00+00,3516
-162.792023609433,63.1179993756116,87,AK6311816279219910608,Extended,50770161986167,40790161992200,-970,-20,5353,9999,63.118,-162.792,Wildfire,132239,-150,1991/06/08 00:00:00+00,3047
-162.997023243088,62.6769993869439,88,AK6267716299719910609,Extended (SS),NULL,40770161992200,-9999,525,340,290,62.677,-162.997,Wildfire,132242,-9999,1991/06/09 00:00:00+00,14334
-146.508025909423,64.7290019904838,89,AK6472914650819910618,Extended,50680151985213,40690151992200,-970,100,358,650,64.729,-146.508,Wildfire,132306,-150,1991/06/18 00:00:00+00,2079
-143.134026162349,65.0960025543532,90,AK6509614313419910621,Extended,50670141986257,40660141992200,-970,50,367,700,65.096,-143.134,Wildfire,132339,-150,1991/06/21 00:00:00+00,36195
-149.359026799927,65.6290014378988,91,AK6562914935919910622,Extended,50710141985202,40710141992200,-970,175,400,675,65.629,-149.359,Wildfire,132376,-150,1991/06/22 00:00:00+00,46373
-143.156027530113,66.4150024811912,92,AK6641514315619910626,Extended,50680131985213,40660141992200,-970,150,404,700,66.415,-143.156,Wildfire,132460,-150,1991/06/26 00:00:00+00,83354
-145.480028625097,67.2970020181939,93,AK6729714548019910630,Initial,50690131986223,50700131991200,-970,200,439,730,67.297,-145.48,Wildfire,132564,-150,1991/06/30 00:00:00+00,2691
-160.441023424145,62.5419998124073,94,AK6254216044119910709,Extended,40760161988206,40760161992200,-970,150,404,700,62.542,-160.441,Wildfire,132687,-150,1991/07/09 00:00:00+00,7749
-155.768027438393,66.4840002524427,95,AK6648415576819920619,Initial,50750131986185,40770131992200,-970,80,297,550,66.484,-155.768,Wildfire,232266,-150,1992/06/19 00:00:00+00,7176
-147.866028503566,67.1690015998417,96,AK6716914786619930716,Extended,40710131992230,50700131994200,-970,70,293,550,67.169,-147.866,Wildfire,331573,-150,1993/07/16 00:00:00+00,6855
-149.764026971947,65.801001355388,97,AK6580114976419930604,Extended,50700141984225,50700141994300,-970,125,354,625,65.801,-149.764,Wildfire,332248,-150,1993/06/04 00:00:00+00,39907
-145.296026823955,65.6800021457322,98,AK6568014529619930605,Extended,50690141991173,50680141994200,-970,20,272,545,65.68,-145.296,Wildfire,332262,-150,1993/06/05 00:00:00+00,1088
-146.168027828316,66.5970019379004,99,AK6659714616819930714,Extended (SS),NULL,50690131994100,-9999,240,-100,-310,66.597,-146.168,Wildfire,332554,-9999,1993/07/14 00:00:00+00,12556
-143.553026922926,65.8320024425939,100,AK6583214355319930714,Extended,40660141988184,50660141994200,-970,125,341,600,65.832,-143.553,Wildfire,332557,-150,1993/07/14 00:00:00+00,214280
-154.572026339629,65.3540005519757,101,AK6535415457219840611,Extended (SS),NULL,50750141985200,-9999,500,260,-9999,65.354,-154.572,Wildfire,414008,-9999,1984/06/11 00:00:00+00,3169
-152.356027340374,66.2170008711531,102,AK6621715235619840618,Extended (SS),NULL,50730141985200,-9999,425,48,-150,66.217,-152.356,Wildfire,414012,-9999,1984/06/18 00:00:00+00,1964
-162.693025195266,64.9569992083081,103,AK6495716269319840702,Extended (SS),NULL,50780151985200,-9999,315,140,10,64.957,-162.693,Wildfire,414057,-9999,1984/07/02 00:00:00+00,1689
-155.029024872056,63.7950005985897,104,AK6379515502919840623,Extended (SS),NULL,50740151985200,-9999,430,115,-30,63.795,-155.029,Wildfire,414060,-9999,1984/06/23 00:00:00+00,1399
-150.594026369942,65.2220012506755,105,AK6522215059419940613,Extended,50720141985177,50720141995200,-970,30,413,800,65.222,-150.594,Wildfire,431299,-150,1994/06/13 00:00:00+00,3304
-145.929026432681,65.2790020584894,106,AK6527914592919940806,Extended,40690141992248,50670141995300,-970,165,409,700,65.279,-145.929,Wildfire,431535,-150,1994/08/06 00:00:00+00,5352
-155.74402671219,65.7980003133406,107,AK6579815574419940609,Extended,50760141991238,50760141995200,-970,90,341,625,65.798,-155.744,Wildfire,432225,-150,1994/06/09 00:00:00+00,13290
-159.773026339067,65.7819996217517,108,AK6578215977319940611,Extended,50780141985203,50770141995200,-970,80,225,9999,65.782,-159.773,Wildfire,432250,-150,1994/06/11 00:00:00+00,1280
-159.747027675679,67.024999511831,109,AK6702515974719940612,Extended,40770131988165,50770131995200,-970,1,250,9999,67.025,-159.747,Wildfire,432258,-150,1994/06/12 00:00:00+00,1664
-142.82502782641,66.695002524782,110,AK6669514282519850725,Extended,50670131985174,50680131986200,-970,85,374,690,66.695,-142.825,Wildfire,531018,-150,1985/07/25 00:00:00+00,54920
-157.888023962333,62.9370001938851,111,AK6293715788819850728,Extended,50740161985175,50750161986200,-970,20,275,550,62.937,-157.888,Wildfire,531021,-150,1985/07/28 00:00:00+00,7295
-146.701027773796,66.5410018468863,112,AK6654114670119850715,Extended (SS),NULL,50700131986200,-9999,215,-129,-335,66.541,-146.701,Wildfire,531023,-9999,1985/07/15 00:00:00+00,12151
-156.993025192325,64.3110002245369,113,AK6431115699319850801,Extended,50740151985207,50750151986200,-970,115,364,650,64.311,-156.993,Wildfire,531028,-150,1985/08/01 00:00:00+00,1300
-154.051025671026,64.6270006988194,114,AK6462715405119850731,Extended,50740151985207,50730151986200,-970,90,408,750,64.627,-154.051,Wildfire,531035,-150,1985/07/31 00:00:00+00,34216
-145.495027062991,65.9050020978071,115,AK6590514549519850806,Extended,50680141985213,50680141986200,-970,120,393,700,65.905,-145.495,Wildfire,531047,-150,1985/08/06 00:00:00+00,79003
-142.054028281672,67.1260026389607,116,AK6712614205419850717,Extended,50660131985167,50670131986200,-970,50,345,660,67.126,-142.054,Wildfire,531053,-150,1985/07/17 00:00:00+00,5117
-152.450026431488,65.3420009200289,117,AK6534215245019950512,Initial,50730141986187,50720141995200,-970,70,315,590,65.342,-152.45,Wildfire,532148,-150,1995/05/12 00:00:00+00,1030
-154.71302740368,66.3870004448544,118,AK6638715471319950715,Initial,40760131988238,50750131995300,-970,100,358,650,66.387,-154.713,Wildfire,532370,-150,1995/07/15 00:00:00+00,5347
-160.717027338315,66.8249993625989,119,AK6682516071719950729,Initial,50780131986238,50790131995300,-970,170,373,630,66.825,-160.717,Wildfire,532391,-150,1995/07/29 00:00:00+00,2903
-141.840024073078,62.8030028855812,120,AK6280314184019860614,Extended,50650161985208,50650161987200,-970,160,397,680,62.803,-141.84,Wildfire,613009,-150,1986/06/14 00:00:00+00,2657
-149.732026504939,65.3420013922281,121,AK6534214973219860706,Initial,50720141986180,50720141986200,-970,35,318,620,65.342,-149.732,Wildfire,631016,-150,1986/07/06 00:00:00+00,1774
-154.715025358885,64.326000609315,122,AK6432615471519860708,Initial,50740151985207,50740151986200,-970,105,347,625,64.326,-154.715,Wildfire,631053,-150,1986/07/08 00:00:00+00,15042
-151.266025237955,64.0290012189116,123,AK6402915126619860614,Initial,50710151985202,50720151986200,-970,105,414,750,64.029,-151.266,Wildfire,632010,-150,1986/06/14 00:00:00+00,29564
-163.664028066109,67.801998759684,124,AK6780216366419870706,Initial (SS),NULL,50810121987300,-9999,330,80,-9999,67.802,-163.664,Wildfire,731015,-9999,1987/07/06 00:00:00+00,7461
-144.223027091596,65.9680023176373,125,AK6596814422319870618,Initial,50680141985213,40670141988200,-970,90,301,550,65.968,-144.223,Wildfire,732061,-150,1987/06/18 00:00:00+00,1399
-156.284023632266,62.361000506831,126,AK6236115628419880712,Extended,50730161985200,40740161989200,-970,85,380,700,62.361,-156.284,Wildfire,804028,-150,1988/07/12 00:00:00+00,86445
-156.473024662172,63.6590003671489,127,AK6365915647319880712,Extended,50740151985207,40740151989200,-970,50,283,545,63.659,-156.473,Wildfire,804037,-150,1988/07/12 00:00:00+00,25615
-157.650024870667,64.0060001402457,128,AK6400615765019880713,Extended,50740151985207,40740151989200,-970,100,321,580,64.006,-157.65,Wildfire,831024,-150,1988/07/13 00:00:00+00,25914
-144.662028147998,66.9110021867597,129,AK6691114466219880615,Extended,50680131985213,40690131989200,-970,130,450,9999,66.911,-144.662,Wildfire,832043,-150,1988/06/15 00:00:00+00,77975
-144.932028016315,66.7890021458241,130,AK6678914493219880630,Extended,50680131985213,40690131989200,-970,150,510,9999,66.789,-144.932,Wildfire,832054,-150,1988/06/30 00:00:00+00,5284
-156.670026909784,66.0550001314308,131,AK6605515667019880706,Initial,50760141985205,40760141988200,-970,120,339,600,66.055,-156.67,Wildfire,832061,-150,1988/07/06 00:00:00+00,8656
-155.4730268821,65.9440003483159,132,AK6594415547319880715,Initial,50750141985214,40760141988200,-970,100,412,750,65.944,-155.473,Wildfire,832083,-150,1988/07/15 00:00:00+00,16100
-144.932028492199,67.1980021219729,133,AK6719814493219880716,Extended,50680131985213,40690131989200,-970,150,500,9999,67.198,-144.932,Wildfire,832086,-150,1988/07/16 00:00:00+00,23571
-157.142024731296,63.7980002433299,134,AK6379815714219880712,Extended,50740151985207,40740151989200,-970,50,264,510,63.798,-157.142,Wildfire,832097,-150,1988/07/12 00:00:00+00,59693
-147.086027803657,66.5640017772495,135,AK6656414708619880801,Extended,50710131985202,40690131989200,-970,120,352,625,66.564,-147.086,Wildfire,832102,-150,1988/08/01 00:00:00+00,11687
-145.791027165719,65.9960020404501,136,AK6599614579119880629,Extended,50680141985213,40690141989200,-970,135,371,650,65.996,-145.791,Wildfire,832604,-150,1988/06/29 00:00:00+00,294208
-102.192008924272,33.9940057051063,137,TX3399410219220100313,Initial (SS),NULL,70300362010100,-9999,-100,-9999,-9999,33.994,-102.192,Wildfire,1003131,-9999,2010/03/13 00:00:00+00,1739
-102.266008951617,34.1320057246293,138,TX3413210226620100331,Initial (SS),NULL,50310362010100,-9999,-110,-9999,-9999,34.132,-102.266,Wildfire,1003311,-9999,2010/03/31 00:00:00+00,2243
-102.767009059676,34.002005677856,139,TX3400210276720090512,Initial (SS),NULL,70310362009200,-9999,-30,-9999,-9999,34.002,-102.767,Wildfire,2009037,-9999,2009/05/12 00:00:00+00,1196
-102.836009087224,34.1600057006706,140,TX3416010283620091107,Initial,50310362009308,50310362009300,-970,90,9999,9999,34.16,-102.836,Wildfire,2009081,-150,2009/11/07 00:00:00+00,1686
-142.864027133253,66.0610025513406,141,AK6606114286419930606,Extended,50660141991168,50660141994200,-970,75,352,655,66.061,-142.864,Wildfire,3322292,-150,1993/06/06 00:00:00+00,60782
-119.860013863436,44.7140056955399,142,OR4471411986019850725,Initial,50440291984187,50440291985200,-970,115,364,650,44.714,-119.86,Wildfire,85953210,-150,1985/07/25 00:00:00+00,2529
-119.501013812922,44.7690057345452,143,OR4476911950119860802,Initial,50440291985221,50440291986200,-970,65,151,290,44.769,-119.501,Wildfire,86953423,-150,1986/08/02 00:00:00+00,3111
-123.37201444131,44.7950053524487,144,OR4479512337219871009,Extended,50460291986222,50460291988200,-970,60,300,570,44.795,-123.372,Wildfire,87552212,-150,1987/10/09 00:00:00+00,1166
-123.211014092618,43.0520052626665,145,OR4305212321119870830,Extended,50460301986222,50460301988200,-970,150,350,600,43.052,-123.211,Wildfire,87732084,-150,1987/08/30 00:00:00+00,2059
-122.556014217026,44.2810054027047,146,OR4428112255619870508,Extended,50460291986222,50460291988200,-970,150,334,570,44.281,-122.556,Wildfire,87791147,-150,1987/05/08 00:00:00+00,1048
-122.381014075699,43.6660053806942,147,OR4366612238119880912,Extended,50460301987241,50460301989200,-970,150,350,600,43.666,-122.381,Wildfire,88771081,-150,1988/09/12 00:00:00+00,5174
-80.5490027880023,25.909004712973,148,FL2590308056720110119,Initial (SS),NULL,70150422011100,9999,370,-9999,-9999,25.909,-80.549,Wildfire,#1 SEASON FIRE,9999,2011/01/19 00:00:00+00,777
